"pincode","city","state_code","cod","prepaid","pickup","zone"
"638012","Erode","Tamil Nadu","Y","Y","Y","Z4"
"638031","Erode","Tamil Nadu","Y","Y","Y","Z4"
"638051","Erode","Tamil Nadu","Y","Y","Y","Z4"
"638052","Perundurai","Tamilnadu","Y","Y","Y","Z4"
"638053","Salem","Tamil Nadu","Y","Y","Y","Z4"
"638054","Sathyamangalam","Tamil Nadu","Y","Y","Y","Z4"
"638055","Kuthambi","Tamil Nadu","Y","Y","Y","Z4"
"638056","Perundurai","Tamil Nadu","Y","Y","Y","Z4"
"638057","Perundurai","Tamil Nadu","Y","Y","Y","Z4"
"638058","Erode","Tamil Nadu","Y","Y","Y","Z4"
"638059","Gopichettipalyam","Tamil Nadu","Y","Y","Y","Z4"
"638060","Erode","Tamil Nadu","Y","Y","Y","Z4"
"638083","THIRUCHENGODU","Tamilnadu","N","Y","N","Z4"
"638101","Erode","Tamil Nadu","Y","Y","Y","Z4"
"638102","Erode","Tamil Nadu","Y","Y","Y","Z4"
"638103","Kunnathur","Tamil Nadu","Y","Y","Y","Z4"
"638104","Erode","Tamil Nadu","Y","Y","Y","Z4"
"638105","Kodumudi","Tamil Nadu","Y","Y","Y","Z4"
"638106","Dharapuram","Tamil Nadu","Y","Y","Y","Z4"
"638107","Erode","Tamil Nadu","Y","Y","Y","Z4"
"638108","Palladam","Tamil Nadu","Y","Y","Y","Z4"
"638109","Kodumudi","Tamil Nadu","Y","Y","Y","Z4"
"638110","Erode","Tamil Nadu","Y","Y","Y","Z4"
"638111","Palladam","Tamil Nadu","Y","Y","Y","Z4"
"638112","Arachalur","Tamil Nadu","Y","Y","Y","Z4"
"638113","Erode","Tamil Nadu","Y","Y","Y","Z4"
"638115","Erode","Tamil Nadu","Y","Y","Y","Z4"
"638116","Erode","Tamil Nadu","Y","Y","Y","Z4"
"638117","Perundurai","Tamil Nadu","Y","Y","Y","Z4"
"638118","Erode","Tamil Nadu","N","Y","Y","Z4"
"638129","Vadipatti","Tamil Nadu","N","Y","Y","Z4"
"638130","ERODE","TAMIL NADU","Y","Y","Y","Z4"
"638151","Erode","Tamil Nadu","Y","Y","Y","Z4"
"638152","Kodumudi","Tamil Nadu","Y","Y","Y","Z4"
"638153","Erode","Tamil Nadu","Y","Y","Y","Z4"
"638154","Erode","Tamil Nadu","Y","Y","Y","Z4"
"638181","Pothanur","Tamil Nadu","Y","Y","Y","Z4"
"638182","Karur","Tamil Nadu","Y","Y","Y","Z4"
"638183","Erode","Tamil Nadu","Y","Y","Y","Z4"
"638201","Pollachi","Tamilnadu","Y","Y","Y","Z4"
"638202","Tirupur","Tamil Nadu","Y","Y","Y","Z4"
"638203","Somanur","TAMILNADU","Y","Y","Y","Z4"
"638204","Tirupur","Tamil Nadu","Y","Y","Y","Z4"
"638205","Madurai","Tamil Nadu","Y","Y","N","Z4"
"638206","Pollachi","Tamil Nadu","Y","Y","Y","Z4"
"638207","Gopichettipalyam","Tamil Nadu","Y","Y","Y","Z4"
"638211","Tiruchengode","Tamil Nadu","Y","Y","Y","Z4"
"638215","UDUMALPET","Tamilnadu","N","Y","N","Z4"
"638301","Erode","Tamil Nadu","Y","Y","Y","Z4"
"638302","Bhavani","Tamilnadu","Y","Y","Y","Z4"
"638303","ERODE","Tamilnadu","N","Y","N","Z4"
"638307","Bhavani","Tamilnadu","Y","Y","N","Z4"
"638308","Bhavani","Tamilnadu","Y","Y","N","Z4"
"638311","Bhavani","Tamilnadu","Y","Y","Y","Z4"
"638312","Anthiyour","Tamil Nadu","Y","Y","Y","Z4"
"638313","Gopichettipalyam","Tamil Nadu","Y","Y","Y","Z4"
"638314","Anthiyour","Tamil Nadu","Y","Y","Y","Z4"
"638315","Erode","Tamil Nadu","Y","Y","Y","Z4"
"638316","Erode","Tamil Nadu","Y","Y","Y","Z4"
"638319","VADIPATTI","TAMIL NADU","Y","Y","Y","Z4"
"638324","Anthiyur","Tamil Nadu","Y","Y","Y","Z4"
"638327","Erode","Tamil Nadu","Y","Y","Y","Z4"
"638328","Mettur","Tamil Nadu","Y","Y","Y","Z4"
"638401","Sathyamangalam","Tamil Nadu","Y","Y","Y","Z4"
"638402","Sathiamangalam","Tamilnadu","Y","Y","Y","Z4"
"638403","Palladam","Tamil Nadu","Y","Y","Y","Z4"
"638404","Sathyamangalam","Tamil Nadu","Y","Y","N","Z4"
"638405","SATHIYAMANGALAM","Tamilnadu","N","Y","N","Z4"
"638406","SATHYAMANGALAM","TAMIL NADU","Y","Y","Y","Z4"
"638450","GOBICHETTYPALYAM","TAMIL NADU","Y","Y","Y","Z4"
"638451","Erode","Tamil Nadu","Y","Y","Y","Z4"
"638452","Gopichettipalyam","Tamil Nadu","Y","Y","Y","Z4"
"638453","Erode","Tamil Nadu","Y","Y","Y","Z4"
"638454","Sathyamangalam","Tamil Nadu","Y","Y","Y","Z4"
"638455","Kondayampalya","Tamil Nadu","Y","Y","Y","Z4"
"638456","Nagadevampalayam","Tamil Nadu","Y","Y","Y","Z4"
"638457","Erode","Tamil Nadu","Y","Y","Y","Z4"
"638458","Erode","Tamil Nadu","Y","Y","Y","Z4"
"638459","Sathyamangalam","Tamil Nadu","Y","Y","Y","Z4"
"638460","Nambiyur","Tamil Nadu","Y","Y","Y","Z4"
"638461","Erode","Tamil Nadu","Y","Y","Y","Z4"
"638462","Sathyamangalam","Tamil Nadu","Y","Y","Y","Z4"
"638466","Sathyamangalam","Tamil Nadu","Y","Y","Y","Z4"
"638469","Gopichettipalyam","Tamil Nadu","Y","Y","Y","Z4"
"638471","Anthiyur","TAMIL NADU","Y","Y","Y","Z4"
"638472","GOBICHETIPALAYAM","Tamilnadu","N","Y","N","Z4"
"638475","GOBICHETIPALAYAM","Tamilnadu","N","Y","N","Z4"
"638476","Erode","Tamil Nadu","Y","Y","Y","Z4"
"638501","Anthiyour","Tamil Nadu","Y","Y","Y","Z4"
"638502","SEMBULICHAMPALAYAM","TAMIL NADU","Y","Y","Y","Z4"
"638503","Sathyamangalam","Tamil Nadu","Y","Y","Y","Z4"
"638504","BHAVANI","TAMILNADU","Y","Y","Y","Z4"
"638505","Erode","Tamil Nadu","Y","Y","Y","Z4"
"638506","Sathyamangalam","Tamil Nadu","Y","Y","Y","Z4"
"638511","Anthiyur","Tamil Nadu","Y","Y","Y","Z4"
"638512","Kondayampalya","Tamil Nadu","Y","Y","Y","Z4"
"638602","Tirupur","Tamil Nadu","Y","Y","Y","Z4"
"638603","Tirupur","Tamil Nadu","Y","Y","Y","Z4"
"638605","Thanjavur-TN","Tamil Nadu","Y","Y","Y","Z4"
"638606","Tirupur","Tamil Nadu","N","Y","Y","Z4"
"638607","SALEM","TAMILNADU","N","Y","N","Z4"
"638644","SALEM","Tamil Nadu","N","Y","N","Z4"
"638649","TIRUPPUR","TAMILNADU","Y","Y","N","Z4"
"638651","DHARAPURAM","Tamilnadu","N","Y","N","Z4"
"638652","Tirupur","Tamil Nadu","Y","Y","Y","Z4"
"638653","Dharapuram","Tamil Nadu","Y","Y","Y","Z4"
"638654","ERODE","TAMIL NADU","N","Y","Y","Z4"
"638656","Dharapuram","Tamil Nadu","Y","Y","Y","Z4"
"638657","Dharapuram","TAMIL NADU","Y","Y","Y","Z4"
"638658","Madurai","Tamil Nadu","Y","Y","Y","Z4"
"638659","SALEM","Tamil Nadu","N","Y","N","Z4"
"638660","Palladam","Tamil Nadu","Y","Y","Y","Z4"
"638661","Rattalavalasu","Tamil Nadu","Y","Y","Y","Z4"
"638662","Palladam","Tamil Nadu","N","Y","N","Z4"
"638663","TIRUPPUR","TAMILNADU","N","Y","N","Z4"
"638664","Palladam","Tamil Nadu","Y","Y","Y","Z4"
"638666","Kanchipuram","Tamil Nadu","N","Y","Y","Z4"
"638667","Madurai","Tamil Nadu","N","Y","N","Z4"
"638668","Annur","Tamil Nadu","Y","Y","Y","Z4"
"638669","Pollachi","Tamil Nadu","Y","Y","Y","Z4"
"638671","Tirupur","Tamil Nadu","N","Y","Y","Z4"
"638672","Dalavoipattinam","Tamil Nadu","Y","Y","Y","Z4"
"638673","Dharapuram","Tamil Nadu","Y","Y","Y","Z4"
"638674","DHARAPURAM","Tamilnadu","N","Y","N","Z4"
"638675","ERODE","TAMIL NADU","Y","Y","Y","Z4"
"638684","Erode","Tamil Nadu","Y","Y","Y","Z4"
"638687","TIRUPPUR","TAMILNADU","Y","Y","Y","Z4"
"638690","TIRUPPUR","Tamil Nadu","N","Y","N","Z4"
"638696","TIRUPPUR","TAMILNADU","Y","Y","Y","Z4"
"638697","Ganeshapuram","Tamilnadu","Y","Y","N","Z4"
"638701","Palladam","Tamil Nadu","Y","Y","Y","Z4"
"638702","Dharapuram","Tamil Nadu","Y","Y","Y","Z4"
"638703","Kangeyam","Tamilnadu","Y","Y","Y","Z4"
"638705","SALEM","Tamil Nadu","N","Y","N","Z4"
"638706","Dharapuram","Tamil Nadu","Y","Y","Y","Z4"
"638751","Tirupur","Tamil Nadu","Y","Y","Y","Z4"
"638752","Tirupur","Tamil Nadu","Y","Y","Y","Z4"
"638802","Madurai","Tamil Nadu","Y","Y","Y","Z4"
"638804","TIRUPPUR","TAMILNADU","N","Y","N","Z4"
"638806","POLLACHI","Tamil Nadu","Y","Y","N","Z4"
"638807","Erode","Tamil Nadu","N","Y","Y","Z4"
"638812","Tirupur","Tamil Nadu","Y","Y","Y","Z4"
"638856","SALEM","TAMILNADU","N","Y","N","Z4"
"638888","Tirupur","Tamil Nadu","Y","Y","Y","Z4"
"639001","Karur","Tamil Nadu","Y","Y","Y","Z4"
"639002","Karur","Tamil Nadu","Y","Y","Y","Z4"
"639003","Karur","Tamil Nadu","Y","Y","Y","Z4"
"639004","Karur","Tamil Nadu","Y","Y","Y","Z4"
"639005","Karur","Tamil Nadu","Y","Y","Y","Z4"
"639006","Karur","Tamil Nadu","Y","Y","Y","Z4"
"639007","Karur","Tamil Nadu","Y","Y","Y","Z4"
"639008","Karur","Tamil Nadu","Y","Y","Y","Z4"
"639101","Kulithalai","Tamil Nadu","Y","Y","Y","Z4"
"639102","Kulithalai","Tamil Nadu","Y","Y","Y","Z4"
"639103","Tiruchi","Tamil Nadu","Y","Y","Y","Z4"
"639104","Musiri","Tamil Nadu","Y","Y","Y","Z4"
"639105","Musiri","Tamilnadu","Y","Y","Y","Z4"
"639106","Kulithalai","Tamil Nadu","Y","Y","Y","Z4"
"639107","Kulithalai","Tamil Nadu","Y","Y","Y","Z4"
"639108","Karur","Tamil Nadu","Y","Y","Y","Z4"
"639109","Karur","Tamil Nadu","Y","Y","Y","Z4"
"639110","Kulithalai","Tamil Nadu","Y","Y","Y","Z4"
"639111","Kodumudi","Tamil Nadu","Y","Y","Y","Z4"
"639112","Musiri","Tamilnadu","Y","Y","Y","Z4"
"639113","Karur","Tamil Nadu","Y","Y","Y","Z4"
"639114","Karur","Tamil Nadu","Y","Y","Y","Z4"
"639115","Kulithalai","Tamil Nadu","Y","Y","Y","Z4"
"639116","Karur","Tamil Nadu","Y","Y","Y","Z4"
"639117","Velur","Tamil Nadu","Y","Y","Y","Z4"
"639118","Karur","Tamil Nadu","Y","Y","Y","Z4"
"639119","Kulithalai","Tamil Nadu","Y","Y","Y","Z4"
"639120","Kulithalai","Tamil Nadu","Y","Y","Y","Z4"
"639136","Karur","Tamil Nadu","Y","Y","Y","Z4"
"639144","KARUR","TAMIL NADU","Y","Y","Y","Z4"
"639151","Erode","Tamil Nadu","N","Y","Y","Z4"
"639201","Gujiliamparai","Tamil Nadu","Y","Y","Y","Z4"
"639202","Karur","Tamil Nadu","Y","Y","Y","Z4"
"639203","Gujiliamparai","Tamil Nadu","Y","Y","Y","Z4"
"639204","Pallivasal","Tamil Nadu","Y","Y","Y","Z4"
"639205","Aravakurichi","Tamilnadu","Y","Y","Y","Z4"
"639206","Karur","TAMIL NADU","Y","Y","Y","Z4"
"639207","Gujiliamparai","Tamil Nadu","Y","Y","Y","Z4"
"639210","Kathimedu","TAMIL NADU","Y","Y","Y","Z4"
"639212","Gopichettipalayam","Tamil Nadu","N","Y","N","Z4"
"639307","KARUR","Tamilnadu","N","Y","N","Z4"
"639504","METTUR DAM","Tamilnadu","N","Y","N","Z4"
"640103","Coimbatore","Tamil Nadu","Y","Y","Y","Z4"
"640613","Cannanore","Kerala","N","Y","Y","Z4"
"641000","Coimbatore","Tamil Nadu","Y","Y","Y","Z4"
"641001","Coimbatore","Tamil Nadu","Y","Y","Y","Z4"
"641002","Coimbatore","Tamil Nadu","Y","Y","Y","Z4"
"641003","COIMBATORE","TAMIL NADU","Y","Y","Y","Z4"
"641004","Coimbatore","Tamil Nadu","Y","Y","Y","Z4"
"641005","Coimbatore","Tamil Nadu","Y","Y","Y","Z4"
"641006","Coimbatore","Tamil Nadu","Y","Y","Y","Z4"
"641007","Coimbatore","Tamil Nadu","Y","Y","Y","Z4"
"641008","Coimbatore","Tamilnadu","Y","Y","Y","Z4"
"641009","Coimbatore","Tamil Nadu","Y","Y","Y","Z4"
"641010","Coimbatore","Tamil Nadu","Y","Y","Y","Z4"
"641011","Coimbatore","Tamil Nadu","Y","Y","Y","Z4"
"641012","Coimbatore","TAMIL NADU","Y","Y","Y","Z4"
"641013","Coimbatore","Tamil Nadu","Y","Y","Y","Z4"
"641014","Coimbatore","Tamil Nadu","Y","Y","Y","Z4"
"641015","Coimbatore","Tamil Nadu","Y","Y","Y","Z4"
"641016","Sulur","Tamil Nadu","Y","Y","Y","Z4"
"641017","Coimbatore","Tamil Nadu","Y","Y","Y","Z4"
"641018","Coimbatore","Tamil Nadu","Y","Y","Y","Z4"
"641019","Periyanaickanpalayam","Tamilnadu","Y","Y","Y","Z4"
"641020","Coimbatore","Tamil Nadu","Y","Y","Y","Z4"
"641021","Coimbatore","Tamil Nadu","Y","Y","Y","Z4"
"641022","COIMBATORE","TAMILNADU","Y","Y","Y","Z4"
"641023","Coimbatore","Tamil Nadu","Y","Y","Y","Z4"
"641024","Coimbatore","Tamil Nadu","Y","Y","Y","Z4"
"641025","Coimbatore","Tamil Nadu","Y","Y","Y","Z4"
"641026","Coimbatore","Tamil Nadu","Y","Y","Y","Z4"
"641027","Coimbatore","Tamilnadu","Y","Y","Y","Z4"
"641028","Coimbatore","Tamil Nadu","Y","Y","Y","Z4"
"641029","Coimbatore","Tamil Nadu","Y","Y","Y","Z4"
"641030","Coimbatore","Tamil Nadu","Y","Y","Y","Z4"
"641031","Coimbatore","Tamil Nadu","Y","Y","Y","Z4"
"641032","Malumichampatti","Tamil Nadu","Y","Y","Y","Z4"
"641033","Coimbatore","Tamil Nadu","Y","Y","Y","Z4"
"641034","Coimbatore","Tamil Nadu","Y","Y","Y","Z4"
"641035","Coimbatore","Tamil Nadu","Y","Y","Y","Z4"
"641036","Coimbatore","Tamil Nadu","Y","Y","Y","Z4"
"641037","Coimbatore","Tamil Nadu","Y","Y","Y","Z4"
"641038","Coimbatore","Tamilnadu","Y","Y","Y","Z4"
"641039","Coimbatore","Tamil Nadu","Y","Y","Y","Z4"
"641040","Coimbatore","Tamil Nadu","Y","Y","Y","Z4"
"641041","Coimbatore","Tamil Nadu","Y","Y","Y","Z4"
"641042","Madukkarai","Tamil Nadu","Y","Y","Y","Z4"
"641043","Coimbatore","Tamil Nadu","Y","Y","Y","Z4"
"641044","Coimbatore","Tamil Nadu","Y","Y","Y","Z4"
"641045","COIMBATORE","TAMIL NADU","Y","Y","Y","Z4"
"641046","Coimbatore","Tamil Nadu","Y","Y","Y","Z4"
"641047","Coimbatore","Tamil Nadu","Y","Y","Y","Z4"
"641048","Coimbatore","Tamil Nadu","Y","Y","Y","Z4"
"641049","Coimbatore","Tamil Nadu","Y","Y","Y","Z4"
"641050","Coimbatore","Tamil Nadu","Y","Y","Y","Z4"
"641061","Coimbatore","Tamil Nadu","Y","Y","Y","Z4"
"641062","Palladam","Tamil Nadu","Y","Y","Y","Z4"
"641064","Coimbatore","Tamil Nadu","Y","Y","Y","Z4"
"641065","Coimbatore","Tamil Nadu","Y","Y","Y","Z4"
"641101","Coimbatore","Tamil Nadu","Y","Y","Y","Z4"
"641102","Mettupalayam","Tamil Nadu","Y","Y","Y","Z4"
"641103","Coimbatore","Tamil Nadu","Y","Y","Y","Z4"
"641104","Coimbatore","Tamil Nadu","Y","Y","Y","Z4"
"641105","Coimbatore","Tamil Nadu","Y","Y","Y","Z4"
"641106","Coimbatore","Tamil Nadu","Y","Y","Y","Z4"
"641107","Annur","Tamil Nadu","Y","Y","Y","Z4"
"641108","Coimbatore","Tamil Nadu","Y","Y","Y","Z4"
"641109","COIMBATORE","TAMIL NADU","Y","Y","Y","Z4"
"641110","Annur","Tamil Nadu","Y","Y","Y","Z4"
"641111","Coimbatore","Tamil Nadu","Y","Y","Y","Z4"
"641112","Coimbatore","Tamil Nadu","Y","Y","Y","Z4"
"641113","Mettupalayam","Tamil Nadu","Y","Y","Y","Z4"
"641114","Coimbatore","Tamil Nadu","Y","Y","Y","Z4"
"641115","Mettupalayam","Tamil Nadu","Y","Y","Y","Z4"
"641116","METTUPALAYAM","TAMIL NADU","N","Y","Y","Z4"
"641118","Mettupalayam","Tamil Nadu","Y","Y","Y","Z4"
"641120","Pollachi","Tamil Nadu","Y","Y","Y","Z4"
"641165","TIRUPUR","Tamilnadu","N","Y","N","Z4"
"641201","Coimbatore","Tamil Nadu","Y","Y","Y","Z4"
"641202","Madukkarai","Tamil Nadu","Y","Y","Y","Z4"
"641221","Pollachi","Tamilnadu","Y","Y","N","Z4"
"641301","Mettupalayam","Tamilnadu","Y","Y","Y","Z4"
"641302","Mettupalayam","Tamil Nadu","Y","Y","Y","Z4"
"641303","Mettupalayam","Tamil Nadu","Y","Y","Y","Z4"
"641304","Annur","Tamil Nadu","Y","Y","Y","Z4"
"641305","Mettupalayam","Tamil Nadu","Y","Y","Y","Z4"
"641401","Somanur","Tamil Nadu","Y","Y","Y","Z4"
"641402","Coimbatore","Tamil Nadu","Y","Y","Y","Z4"
"641404","Coimbatore","Tamil Nadu","Y","Y","Y","Z4"
"641405","Coimbatore","Tamil Nadu","Y","Y","Y","Z4"
"641406","Coimbatore","Tamil Nadu","Y","Y","Y","Z4"
"641407","Coimbatore","Tamil Nadu","Y","Y","Y","Z4"
"641408","Coimbatore","Tamil Nadu","Y","Y","Y","Z4"
"641505","TIRUPUR","Tamilnadu","N","Y","N","Z4"
"641552","TIRUPUR","Tamilnadu","N","Y","N","Z4"
"641559","TIRUPUR","Tamilnadu","N","Y","N","Z4"
"641587","TIRUPUR","Tamilnadu","N","Y","N","Z4"
"641601","Tirupur","Tamil Nadu","Y","Y","Y","Z4"
"641602","Tirupur","Tamil Nadu","Y","Y","Y","Z4"
"641603","Tirupur","Tamil Nadu","Y","Y","Y","Z4"
"641604","Tirupur","Tamil Nadu","Y","Y","Y","Z4"
"641605","Tirupur","Tamil Nadu","Y","Y","Y","Z4"
"641606","Tirupur","Tamilnadu","Y","Y","Y","Z4"
"641607","TIRUPUR","TAMIL NADU","Y","Y","Y","Z4"
"641608","Tirupur","Tamil Nadu","Y","Y","Y","Z4"
"641632","#N/A","#N/A","Y","Y","N","Z4"
"641633","TIRUPUR","Tamilnadu","N","Y","N","Z4"
"641652","Avinashi","Tamil Nadu","Y","Y","Y","Z4"
"641653","Coimbatore","Tamil Nadu","Y","Y","Y","Z4"
"641654","Avinashi","Tamil Nadu","Y","Y","Y","Z4"
"641655","Avinashi","Tamilnadu","Y","Y","Y","Z4"
"641657","Tirupur","Tamil Nadu","N","Y","Y","Z4"
"641658","Coimbatore","Tamil Nadu","Y","Y","Y","Z4"
"641659","Tirupur","Tamil Nadu","Y","Y","Y","Z4"
"641660","TIRUPPUR","Tamil Nadu","N","Y","N","Z4"
"641662","PALLADAM","TAMILNADU","Y","Y","Y","Z4"
"641663","Tirupur","Tamil Nadu","Y","Y","Y","Z4"
"641664","Palladam","Tamil Nadu","Y","Y","Y","Z4"
"641665","Kangeyam","Tamilnadu","Y","Y","Y","Z4"
"641666","Avinashi","Tamil Nadu","Y","Y","Y","Z4"
"641667","Palladam","Tamilnadu","Y","Y","Y","Z4"
"641668","Coimbatore","Tamil Nadu","Y","Y","Y","Z4"
"641669","Palladam","Tamil Nadu","Y","Y","Y","Z4"
"641670","Annur","Tamil Nadu","Y","Y","Y","Z4"
"641671","Palladam","Tamil Nadu","Y","Y","Y","Z4"
"641687","Tirupur","Tamil Nadu","Y","Y","Y","Z4"
"641697","Annur","Tamil Nadu","Y","Y","Y","Z4"
"641699","AHMEDNAGAR","MAHARASHTRA","N","Y","N","Z4"
"641701","TIRUPUR","Tamilnadu","N","Y","N","Z4"
"641806","TIRUPUR","Tamilnadu","N","Y","N","Z4"
"642001","Pollachi","Tamil Nadu","Y","Y","Y","Z4"
"642002","Pollachi","Tamil Nadu","Y","Y","Y","Z4"
"642003","Pollachi","Tamil Nadu","Y","Y","Y","Z4"
"642004","Pollachi","Tamil Nadu","Y","Y","Y","Z4"
"642005","Pollachi","Tamil Nadu","Y","Y","Y","Z4"
"642006","Pollachi","Tamil Nadu","Y","Y","Y","Z4"
"642007","Pollachi","Tamil Nadu","Y","Y","Y","Z4"
"642008","Pollachi","Tamil Nadu","Y","Y","Y","Z4"
"642019","Kinathukadavu","TAMIL NADU","Y","Y","Y","Z4"
"642032","Palladam","Tamil Nadu","Y","Y","Y","Z4"
"642051","Tirupur","Tamil Nadu","Y","Y","Y","Z4"
"642052","Pollachi","Tamil Nadu","Y","Y","Y","Z4"
"642053","Pollachi","Tamil Nadu","Y","Y","Y","Z4"
"642054","Pollachi","TAMIL NADU","Y","Y","Y","Z4"
"642055","Pollachi","TAMIL NADU","Y","Y","Y","Z4"
"642057","UDUMALPET","Tamilnadu","N","Y","N","Z4"
"642101","Pollachi","Tamil Nadu","Y","Y","Y","Z4"
"642102","Udumalaipettai","Tamil Nadu","Y","Y","Y","Z4"
"642103","COIMBATORE","TAMIL NADU","Y","Y","Y","Z4"
"642104","Pollachi","Tamil Nadu","Y","Y","Y","Z4"
"642105","Valparai","Tamil Nadu","Y","Y","Y","Z4"
"642106","Pollachi","Tamil Nadu","Y","Y","Y","Z4"
"642107","Pollachi","Tamil Nadu","Y","Y","Y","Z4"
"642108","Valparai","Tamil Nadu","Y","Y","Y","Z4"
"642109","Madukkarai","Tamil Nadu","Y","Y","Y","Z4"
"642110","Pollachi","Tamilnadu","Y","Y","Y","Z4"
"642111","Pollachi","Tamil Nadu","Y","Y","Y","Z4"
"642112","Udumalaipettai","Tamil Nadu","Y","Y","Y","Z4"
"642113","Udumalaipettai","Tamil Nadu","Y","Y","Y","Z4"
"642114","Pollachi","Tamil Nadu","Y","Y","Y","Z4"
"642115","Pollachi","Tamil Nadu","Y","Y","Y","Z4"
"642116","Pollachi","Tamil Nadu","Y","Y","Y","Z4"
"642117","Pollachi","Tamil Nadu","Y","Y","Y","Z4"
"642118","POLLACHI","TAMILNADU","Y","Y","Y","Z4"
"642119","Pollachi","Tamil Nadu","Y","Y","Y","Z4"
"642120","Pollachi","Tamil Nadu","Y","Y","Y","Z4"
"642122","Udumalaipettai","Tamil Nadu","Y","Y","Y","Z4"
"642123","Pollachi","Tamil Nadu","Y","Y","Y","Z4"
"642124","Pollachi","TAMIL NADU","Y","Y","Y","Z4"
"642125","Pollachi","Tamil Nadu","Y","Y","Y","Z4"
"642126","Udumalaipettai","Tamil Nadu","Y","Y","Y","Z4"
"642127","Coimbatore","Tamil Nadu","Y","Y","Y","Z4"
"642128","Pallivasal","Tamil Nadu","Y","Y","Y","Z4"
"642129","Pollachi","Tamil Nadu","Y","Y","Y","Z4"
"642130","Pollachi","Tamil Nadu","Y","Y","Y","Z4"
"642131","COIMBATORE","TAMIL NADU","Y","Y","Y","Z4"
"642132","Udumalpet","Tamil Nadu","Y","Y","Y","Z4"
"642133","Pollachi","Tamil Nadu","Y","Y","Y","Z4"
"642134","Pollachi","Tamilnadu","Y","Y","Y","Z4"
"642135","Pollachi","Tamil Nadu","Y","Y","Y","Z4"
"642136","Pollachi","Tamil Nadu","Y","Y","Y","Z4"
"642137","Pollachi","Tamil Nadu","Y","Y","Y","Z4"
"642138","TIRUPUR","TAMIL NADU","Y","Y","Y","Z4"
"642139","Tirupur","Tamil Nadu","Y","Y","Y","Z4"
"642140","Pollachi","Tamil Nadu","Y","Y","Y","Z4"
"642141","Pollachi","TAMIL NADU","Y","Y","Y","Z4"
"642142","Pollachi","Tamil Nadu","Y","Y","Y","Z4"
"642143","Pollachi","Tamil Nadu","Y","Y","Y","Z4"
"642144","Coimbatore","Tamil Nadu","Y","Y","Y","Z4"
"642145","Pollachi","Tamil Nadu","Y","Y","Y","Z4"
"642146","Pollachi","TAMIL NADU","Y","Y","Y","Z4"
"642147","COIMBATORE","TAMIL NADU","Y","Y","Y","Z4"
"642148","Tirupur","Tamil Nadu","Y","Y","Y","Z4"
"642149","Pollachi","Tamil Nadu","Y","Y","Y","Z4"
"642152","Pollachi","Tamil Nadu","Y","Y","Y","Z4"
"642153","Valparai","Tamil Nadu","Y","Y","Y","Z4"
"642154","Coimbatore","Tamil Nadu","Y","Y","Y","Z4"
"642201","Udumalaipettai","Tamil Nadu","Y","Y","Y","Z4"
"642202","Dharapuram","Tamil Nadu","Y","Y","Y","Z4"
"642203","Udumalaipettai","Tamil Nadu","Y","Y","Y","Z4"
"642204","Udumalaipettai","Tamil Nadu","Y","Y","Y","Z4"
"642205","Udumalaipettai","Tamil Nadu","Y","Y","Y","Z4"
"642206","Udumalaipettai","Tamil Nadu","Y","Y","Y","Z4"
"642207","Udumalpet","Tamil Nadu","Y","Y","Y","Z4"
"643001","Udagamandalam","Tamilnadu","Y","Y","Y","Z4"
"643002","Ooty","Tamil Nadu","Y","Y","Y","Z4"
"643003","Ooty","Tamil Nadu","Y","Y","Y","Z4"
"643004","Ooty","Tamil Nadu","Y","Y","Y","Z4"
"643005","Ooty","Tamil Nadu","Y","Y","Y","Z4"
"643006","Ooty","Tamil Nadu","Y","Y","Y","Z4"
"643007","Ooty","Tamil Nadu","Y","Y","Y","Z4"
"643051","Ooty","Tamil Nadu","Y","Y","Y","Z4"
"643052","Ooty","Tamil Nadu","Y","Y","Y","Z4"
"643053","Ooty","Tamil Nadu","Y","Y","Y","Z4"
"643054","Ooty","Tamil Nadu","Y","Y","Y","Z4"
"643055","OOTY","TAMIL NADU","N","Y","Y","Z4"
"643101","Salem","Tamil Nadu","Y","Y","Y","Z4"
"643102","Coonoor","Tamil Nadu","Y","Y","Y","Z4"
"643103","Coonoor","Tamil Nadu","Y","Y","Y","Z4"
"643104","Coonoor","Tamil Nadu","Y","Y","Y","Z4"
"643105","Coonoor","Tamil Nadu","Y","Y","Y","Z4"
"643106","Coonoor","Tamilnadu","Y","Y","Y","Z4"
"643201","Kothagiri","Tamilnadu","Y","Y","Y","Z4"
"643202","Coonoor","Tamil Nadu","Y","Y","Y","Z4"
"643203","Ooty","Tamil Nadu","Y","Y","Y","Z4"
"643204","Coonoor","Tamil Nadu","Y","Y","Y","Z4"
"643205","Gudalur","Tamil Nadu","Y","Y","N","Z4"
"643206","Ooty","Tamil Nadu","Y","Y","Y","Z4"
"643207","Nilgiris","Tamil Nadu","Y","Y","Y","Z4"
"643209","Ooty","Tamil Nadu","Y","Y","Y","Z4"
"643210","Ooty","Tamil Nadu","N","Y","Y","Z4"
"643211","Nilgiris","Tamil Nadu","Y","Y","Y","Z4"
"643212","Gudalur","Tamil Nadu","Y","Y","Y","Z4"
"643213","Coonoor","Tamil Nadu","Y","Y","Y","Z4"
"643214","Kotigiri","Tamil Nadu","Y","Y","Y","Z4"
"643215","Ooty","Tamil Nadu","Y","Y","Y","Z4"
"643216","Kotagiri","Tamil Nadu","Y","Y","Y","Z4"
